Date,Year,Month Number,Month,Month Short,Year-Month,Week,Day Name,Day Number,Quarter,Is Weekend
2023-09-05,2023,9,September,Sep,2023-09,36,Tuesday,5,Q3,False
2023-09-06,2023,9,September,Sep,2023-09,36,Wednesday,6,Q3,False
2023-09-07,2023,9,September,Sep,2023-09,36,Thursday,7,Q3,False
2023-09-08,2023,9,September,Sep,2023-09,36,Friday,8,Q3,False
2023-09-09,2023,9,September,Sep,2023-09,36,Saturday,9,Q3,True
2023-09-10,2023,9,September,Sep,2023-09,36,Sunday,10,Q3,True
2023-09-11,2023,9,September,Sep,2023-09,37,Monday,11,Q3,False
2023-09-12,2023,9,September,Sep,2023-09,37,Tuesday,12,Q3,False
2023-09-13,2023,9,September,Sep,2023-09,37,Wednesday,13,Q3,False
2023-09-14,2023,9,September,Sep,2023-09,37,Thursday,14,Q3,False
2023-09-15,2023,9,September,Sep,2023-09,37,Friday,15,Q3,False
2023-09-16,2023,9,September,Sep,2023-09,37,Saturday,16,Q3,True
2023-09-17,2023,9,September,Sep,2023-09,37,Sunday,17,Q3,True
2023-09-18,2023,9,September,Sep,2023-09,38,Monday,18,Q3,False
2023-09-19,2023,9,September,Sep,2023-09,38,Tuesday,19,Q3,False
2023-09-20,2023,9,September,Sep,2023-09,38,Wednesday,20,Q3,False
2023-09-21,2023,9,September,Sep,2023-09,38,Thursday,21,Q3,False
2023-09-22,2023,9,September,Sep,2023-09,38,Friday,22,Q3,False
2023-09-23,2023,9,September,Sep,2023-09,38,Saturday,23,Q3,True
2023-09-24,2023,9,September,Sep,2023-09,38,Sunday,24,Q3,True
2023-09-25,2023,9,September,Sep,2023-09,39,Monday,25,Q3,False
2023-09-26,2023,9,September,Sep,2023-09,39,Tuesday,26,Q3,False
2023-09-27,2023,9,September,Sep,2023-09,39,Wednesday,27,Q3,False
2023-09-28,2023,9,September,Sep,2023-09,39,Thursday,28,Q3,False
2023-09-29,2023,9,September,Sep,2023-09,39,Friday,29,Q3,False
2023-09-30,2023,9,September,Sep,2023-09,39,Saturday,30,Q3,True
2023-10-01,2023,10,October,Oct,2023-10,39,Sunday,1,Q4,True
2023-10-02,2023,10,October,Oct,2023-10,40,Monday,2,Q4,False
2023-10-03,2023,10,October,Oct,2023-10,40,Tuesday,3,Q4,False
2023-10-04,2023,10,October,Oct,2023-10,40,Wednesday,4,Q4,False
2023-10-05,2023,10,October,Oct,2023-10,40,Thursday,5,Q4,False
2023-10-06,2023,10,October,Oct,2023-10,40,Friday,6,Q4,False
2023-10-07,2023,10,October,Oct,2023-10,40,Saturday,7,Q4,True
2023-10-08,2023,10,October,Oct,2023-10,40,Sunday,8,Q4,True
2023-10-09,2023,10,October,Oct,2023-10,41,Monday,9,Q4,False
2023-10-10,2023,10,October,Oct,2023-10,41,Tuesday,10,Q4,False
2023-10-11,2023,10,October,Oct,2023-10,41,Wednesday,11,Q4,False
2023-10-12,2023,10,October,Oct,2023-10,41,Thursday,12,Q4,False
2023-10-13,2023,10,October,Oct,2023-10,41,Friday,13,Q4,False
2023-10-14,2023,10,October,Oct,2023-10,41,Saturday,14,Q4,True
2023-10-15,2023,10,October,Oct,2023-10,41,Sunday,15,Q4,True
2023-10-16,2023,10,October,Oct,2023-10,42,Monday,16,Q4,False
2023-10-17,2023,10,October,Oct,2023-10,42,Tuesday,17,Q4,False
2023-10-18,2023,10,October,Oct,2023-10,42,Wednesday,18,Q4,False
2023-10-19,2023,10,October,Oct,2023-10,42,Thursday,19,Q4,False
2023-10-20,2023,10,October,Oct,2023-10,42,Friday,20,Q4,False
2023-10-21,2023,10,October,Oct,2023-10,42,Saturday,21,Q4,True
2023-10-22,2023,10,October,Oct,2023-10,42,Sunday,22,Q4,True
2023-10-23,2023,10,October,Oct,2023-10,43,Monday,23,Q4,False
2023-10-24,2023,10,October,Oct,2023-10,43,Tuesday,24,Q4,False
2023-10-25,2023,10,October,Oct,2023-10,43,Wednesday,25,Q4,False
2023-10-26,2023,10,October,Oct,2023-10,43,Thursday,26,Q4,False
2023-10-27,2023,10,October,Oct,2023-10,43,Friday,27,Q4,False
2023-10-28,2023,10,October,Oct,2023-10,43,Saturday,28,Q4,True
2023-10-29,2023,10,October,Oct,2023-10,43,Sunday,29,Q4,True
2023-10-30,2023,10,October,Oct,2023-10,44,Monday,30,Q4,False
2023-10-31,2023,10,October,Oct,2023-10,44,Tuesday,31,Q4,False
2023-11-01,2023,11,November,Nov,2023-11,44,Wednesday,1,Q4,False
2023-11-02,2023,11,November,Nov,2023-11,44,Thursday,2,Q4,False
2023-11-03,2023,11,November,Nov,2023-11,44,Friday,3,Q4,False
2023-11-04,2023,11,November,Nov,2023-11,44,Saturday,4,Q4,True
2023-11-05,2023,11,November,Nov,2023-11,44,Sunday,5,Q4,True
2023-11-06,2023,11,November,Nov,2023-11,45,Monday,6,Q4,False
2023-11-07,2023,11,November,Nov,2023-11,45,Tuesday,7,Q4,False
2023-11-08,2023,11,November,Nov,2023-11,45,Wednesday,8,Q4,False
2023-11-09,2023,11,November,Nov,2023-11,45,Thursday,9,Q4,False
2023-11-10,2023,11,November,Nov,2023-11,45,Friday,10,Q4,False
2023-11-11,2023,11,November,Nov,2023-11,45,Saturday,11,Q4,True
2023-11-12,2023,11,November,Nov,2023-11,45,Sunday,12,Q4,True
2023-11-13,2023,11,November,Nov,2023-11,46,Monday,13,Q4,False
2023-11-14,2023,11,November,Nov,2023-11,46,Tuesday,14,Q4,False
2023-11-15,2023,11,November,Nov,2023-11,46,Wednesday,15,Q4,False
2023-11-16,2023,11,November,Nov,2023-11,46,Thursday,16,Q4,False
2023-11-17,2023,11,November,Nov,2023-11,46,Friday,17,Q4,False
2023-11-18,2023,11,November,Nov,2023-11,46,Saturday,18,Q4,True
2023-11-19,2023,11,November,Nov,2023-11,46,Sunday,19,Q4,True
2023-11-20,2023,11,November,Nov,2023-11,47,Monday,20,Q4,False
2023-11-21,2023,11,November,Nov,2023-11,47,Tuesday,21,Q4,False
2023-11-22,2023,11,November,Nov,2023-11,47,Wednesday,22,Q4,False
2023-11-23,2023,11,November,Nov,2023-11,47,Thursday,23,Q4,False
2023-11-24,2023,11,November,Nov,2023-11,47,Friday,24,Q4,False
2023-11-25,2023,11,November,Nov,2023-11,47,Saturday,25,Q4,True
2023-11-26,2023,11,November,Nov,2023-11,47,Sunday,26,Q4,True
2023-11-27,2023,11,November,Nov,2023-11,48,Monday,27,Q4,False
2023-11-28,2023,11,November,Nov,2023-11,48,Tuesday,28,Q4,False
2023-11-29,2023,11,November,Nov,2023-11,48,Wednesday,29,Q4,False
2023-11-30,2023,11,November,Nov,2023-11,48,Thursday,30,Q4,False
2023-12-01,2023,12,December,Dec,2023-12,48,Friday,1,Q4,False
2023-12-02,2023,12,December,Dec,2023-12,48,Saturday,2,Q4,True
2023-12-03,2023,12,December,Dec,2023-12,48,Sunday,3,Q4,True
2023-12-04,2023,12,December,Dec,2023-12,49,Monday,4,Q4,False
2023-12-05,2023,12,December,Dec,2023-12,49,Tuesday,5,Q4,False
2023-12-06,2023,12,December,Dec,2023-12,49,Wednesday,6,Q4,False
2023-12-07,2023,12,December,Dec,2023-12,49,Thursday,7,Q4,False
2023-12-08,2023,12,December,Dec,2023-12,49,Friday,8,Q4,False
2023-12-09,2023,12,December,Dec,2023-12,49,Saturday,9,Q4,True
2023-12-10,2023,12,December,Dec,2023-12,49,Sunday,10,Q4,True
2023-12-11,2023,12,December,Dec,2023-12,50,Monday,11,Q4,False
2023-12-12,2023,12,December,Dec,2023-12,50,Tuesday,12,Q4,False
2023-12-13,2023,12,December,Dec,2023-12,50,Wednesday,13,Q4,False
2023-12-14,2023,12,December,Dec,2023-12,50,Thursday,14,Q4,False
2023-12-15,2023,12,December,Dec,2023-12,50,Friday,15,Q4,False
2023-12-16,2023,12,December,Dec,2023-12,50,Saturday,16,Q4,True
2023-12-17,2023,12,December,Dec,2023-12,50,Sunday,17,Q4,True
2023-12-18,2023,12,December,Dec,2023-12,51,Monday,18,Q4,False
2023-12-19,2023,12,December,Dec,2023-12,51,Tuesday,19,Q4,False
2023-12-20,2023,12,December,Dec,2023-12,51,Wednesday,20,Q4,False
2023-12-21,2023,12,December,Dec,2023-12,51,Thursday,21,Q4,False
2023-12-22,2023,12,December,Dec,2023-12,51,Friday,22,Q4,False
2023-12-23,2023,12,December,Dec,2023-12,51,Saturday,23,Q4,True
2023-12-24,2023,12,December,Dec,2023-12,51,Sunday,24,Q4,True
2023-12-25,2023,12,December,Dec,2023-12,52,Monday,25,Q4,False
2023-12-26,2023,12,December,Dec,2023-12,52,Tuesday,26,Q4,False
2023-12-27,2023,12,December,Dec,2023-12,52,Wednesday,27,Q4,False
2023-12-28,2023,12,December,Dec,2023-12,52,Thursday,28,Q4,False
2023-12-29,2023,12,December,Dec,2023-12,52,Friday,29,Q4,False
2023-12-30,2023,12,December,Dec,2023-12,52,Saturday,30,Q4,True
2023-12-31,2023,12,December,Dec,2023-12,52,Sunday,31,Q4,True
2024-01-01,2024,1,January,Jan,2024-01,1,Monday,1,Q1,False
2024-01-02,2024,1,January,Jan,2024-01,1,Tuesday,2,Q1,False
2024-01-03,2024,1,January,Jan,2024-01,1,Wednesday,3,Q1,False
2024-01-04,2024,1,January,Jan,2024-01,1,Thursday,4,Q1,False
2024-01-05,2024,1,January,Jan,2024-01,1,Friday,5,Q1,False
2024-01-06,2024,1,January,Jan,2024-01,1,Saturday,6,Q1,True
2024-01-07,2024,1,January,Jan,2024-01,1,Sunday,7,Q1,True
2024-01-08,2024,1,January,Jan,2024-01,2,Monday,8,Q1,False
2024-01-09,2024,1,January,Jan,2024-01,2,Tuesday,9,Q1,False
2024-01-10,2024,1,January,Jan,2024-01,2,Wednesday,10,Q1,False
2024-01-11,2024,1,January,Jan,2024-01,2,Thursday,11,Q1,False
2024-01-12,2024,1,January,Jan,2024-01,2,Friday,12,Q1,False
2024-01-13,2024,1,January,Jan,2024-01,2,Saturday,13,Q1,True
2024-01-14,2024,1,January,Jan,2024-01,2,Sunday,14,Q1,True
2024-01-15,2024,1,January,Jan,2024-01,3,Monday,15,Q1,False
2024-01-16,2024,1,January,Jan,2024-01,3,Tuesday,16,Q1,False
2024-01-17,2024,1,January,Jan,2024-01,3,Wednesday,17,Q1,False
2024-01-18,2024,1,January,Jan,2024-01,3,Thursday,18,Q1,False
2024-01-19,2024,1,January,Jan,2024-01,3,Friday,19,Q1,False
2024-01-20,2024,1,January,Jan,2024-01,3,Saturday,20,Q1,True
2024-01-21,2024,1,January,Jan,2024-01,3,Sunday,21,Q1,True
2024-01-22,2024,1,January,Jan,2024-01,4,Monday,22,Q1,False
2024-01-23,2024,1,January,Jan,2024-01,4,Tuesday,23,Q1,False
2024-01-24,2024,1,January,Jan,2024-01,4,Wednesday,24,Q1,False
2024-01-25,2024,1,January,Jan,2024-01,4,Thursday,25,Q1,False
2024-01-26,2024,1,January,Jan,2024-01,4,Friday,26,Q1,False
2024-01-27,2024,1,January,Jan,2024-01,4,Saturday,27,Q1,True
2024-01-28,2024,1,January,Jan,2024-01,4,Sunday,28,Q1,True
2024-01-29,2024,1,January,Jan,2024-01,5,Monday,29,Q1,False
2024-01-30,2024,1,January,Jan,2024-01,5,Tuesday,30,Q1,False
2024-01-31,2024,1,January,Jan,2024-01,5,Wednesday,31,Q1,False
2024-02-01,2024,2,February,Feb,2024-02,5,Thursday,1,Q1,False
2024-02-02,2024,2,February,Feb,2024-02,5,Friday,2,Q1,False
2024-02-03,2024,2,February,Feb,2024-02,5,Saturday,3,Q1,True
2024-02-04,2024,2,February,Feb,2024-02,5,Sunday,4,Q1,True
2024-02-05,2024,2,February,Feb,2024-02,6,Monday,5,Q1,False
2024-02-06,2024,2,February,Feb,2024-02,6,Tuesday,6,Q1,False
2024-02-07,2024,2,February,Feb,2024-02,6,Wednesday,7,Q1,False
2024-02-08,2024,2,February,Feb,2024-02,6,Thursday,8,Q1,False
2024-02-09,2024,2,February,Feb,2024-02,6,Friday,9,Q1,False
2024-02-10,2024,2,February,Feb,2024-02,6,Saturday,10,Q1,True
2024-02-11,2024,2,February,Feb,2024-02,6,Sunday,11,Q1,True
2024-02-12,2024,2,February,Feb,2024-02,7,Monday,12,Q1,False
2024-02-13,2024,2,February,Feb,2024-02,7,Tuesday,13,Q1,False
2024-02-14,2024,2,February,Feb,2024-02,7,Wednesday,14,Q1,False
2024-02-15,2024,2,February,Feb,2024-02,7,Thursday,15,Q1,False
2024-02-16,2024,2,February,Feb,2024-02,7,Friday,16,Q1,False
2024-02-17,2024,2,February,Feb,2024-02,7,Saturday,17,Q1,True
2024-02-18,2024,2,February,Feb,2024-02,7,Sunday,18,Q1,True
2024-02-19,2024,2,February,Feb,2024-02,8,Monday,19,Q1,False
2024-02-20,2024,2,February,Feb,2024-02,8,Tuesday,20,Q1,False
2024-02-21,2024,2,February,Feb,2024-02,8,Wednesday,21,Q1,False
2024-02-22,2024,2,February,Feb,2024-02,8,Thursday,22,Q1,False
2024-02-23,2024,2,February,Feb,2024-02,8,Friday,23,Q1,False
2024-02-24,2024,2,February,Feb,2024-02,8,Saturday,24,Q1,True
2024-02-25,2024,2,February,Feb,2024-02,8,Sunday,25,Q1,True
2024-02-26,2024,2,February,Feb,2024-02,9,Monday,26,Q1,False
2024-02-27,2024,2,February,Feb,2024-02,9,Tuesday,27,Q1,False
2024-02-28,2024,2,February,Feb,2024-02,9,Wednesday,28,Q1,False
2024-02-29,2024,2,February,Feb,2024-02,9,Thursday,29,Q1,False
2024-03-01,2024,3,March,Mar,2024-03,9,Friday,1,Q1,False
2024-03-02,2024,3,March,Mar,2024-03,9,Saturday,2,Q1,True
2024-03-03,2024,3,March,Mar,2024-03,9,Sunday,3,Q1,True
2024-03-04,2024,3,March,Mar,2024-03,10,Monday,4,Q1,False
2024-03-05,2024,3,March,Mar,2024-03,10,Tuesday,5,Q1,False
2024-03-06,2024,3,March,Mar,2024-03,10,Wednesday,6,Q1,False
2024-03-07,2024,3,March,Mar,2024-03,10,Thursday,7,Q1,False
2024-03-08,2024,3,March,Mar,2024-03,10,Friday,8,Q1,False
2024-03-09,2024,3,March,Mar,2024-03,10,Saturday,9,Q1,True
2024-03-10,2024,3,March,Mar,2024-03,10,Sunday,10,Q1,True
2024-03-11,2024,3,March,Mar,2024-03,11,Monday,11,Q1,False
2024-03-12,2024,3,March,Mar,2024-03,11,Tuesday,12,Q1,False
2024-03-13,2024,3,March,Mar,2024-03,11,Wednesday,13,Q1,False
2024-03-14,2024,3,March,Mar,2024-03,11,Thursday,14,Q1,False
2024-03-15,2024,3,March,Mar,2024-03,11,Friday,15,Q1,False
2024-03-16,2024,3,March,Mar,2024-03,11,Saturday,16,Q1,True
2024-03-17,2024,3,March,Mar,2024-03,11,Sunday,17,Q1,True
2024-03-18,2024,3,March,Mar,2024-03,12,Monday,18,Q1,False
2024-03-19,2024,3,March,Mar,2024-03,12,Tuesday,19,Q1,False
2024-03-20,2024,3,March,Mar,2024-03,12,Wednesday,20,Q1,False
2024-03-21,2024,3,March,Mar,2024-03,12,Thursday,21,Q1,False
2024-03-22,2024,3,March,Mar,2024-03,12,Friday,22,Q1,False
2024-03-23,2024,3,March,Mar,2024-03,12,Saturday,23,Q1,True
2024-03-24,2024,3,March,Mar,2024-03,12,Sunday,24,Q1,True
2024-03-25,2024,3,March,Mar,2024-03,13,Monday,25,Q1,False
2024-03-26,2024,3,March,Mar,2024-03,13,Tuesday,26,Q1,False
2024-03-27,2024,3,March,Mar,2024-03,13,Wednesday,27,Q1,False
2024-03-28,2024,3,March,Mar,2024-03,13,Thursday,28,Q1,False
2024-03-29,2024,3,March,Mar,2024-03,13,Friday,29,Q1,False
2024-03-30,2024,3,March,Mar,2024-03,13,Saturday,30,Q1,True
2024-03-31,2024,3,March,Mar,2024-03,13,Sunday,31,Q1,True
2024-04-01,2024,4,April,Apr,2024-04,14,Monday,1,Q2,False
2024-04-02,2024,4,April,Apr,2024-04,14,Tuesday,2,Q2,False
2024-04-03,2024,4,April,Apr,2024-04,14,Wednesday,3,Q2,False
2024-04-04,2024,4,April,Apr,2024-04,14,Thursday,4,Q2,False
2024-04-05,2024,4,April,Apr,2024-04,14,Friday,5,Q2,False
2024-04-06,2024,4,April,Apr,2024-04,14,Saturday,6,Q2,True
2024-04-07,2024,4,April,Apr,2024-04,14,Sunday,7,Q2,True
2024-04-08,2024,4,April,Apr,2024-04,15,Monday,8,Q2,False
2024-04-09,2024,4,April,Apr,2024-04,15,Tuesday,9,Q2,False
2024-04-10,2024,4,April,Apr,2024-04,15,Wednesday,10,Q2,False
2024-04-11,2024,4,April,Apr,2024-04,15,Thursday,11,Q2,False
2024-04-12,2024,4,April,Apr,2024-04,15,Friday,12,Q2,False
2024-04-13,2024,4,April,Apr,2024-04,15,Saturday,13,Q2,True
2024-04-14,2024,4,April,Apr,2024-04,15,Sunday,14,Q2,True
2024-04-15,2024,4,April,Apr,2024-04,16,Monday,15,Q2,False
2024-04-16,2024,4,April,Apr,2024-04,16,Tuesday,16,Q2,False
2024-04-17,2024,4,April,Apr,2024-04,16,Wednesday,17,Q2,False
2024-04-18,2024,4,April,Apr,2024-04,16,Thursday,18,Q2,False
2024-04-19,2024,4,April,Apr,2024-04,16,Friday,19,Q2,False
2024-04-20,2024,4,April,Apr,2024-04,16,Saturday,20,Q2,True
2024-04-21,2024,4,April,Apr,2024-04,16,Sunday,21,Q2,True
2024-04-22,2024,4,April,Apr,2024-04,17,Monday,22,Q2,False
2024-04-23,2024,4,April,Apr,2024-04,17,Tuesday,23,Q2,False
2024-04-24,2024,4,April,Apr,2024-04,17,Wednesday,24,Q2,False
2024-04-25,2024,4,April,Apr,2024-04,17,Thursday,25,Q2,False
2024-04-26,2024,4,April,Apr,2024-04,17,Friday,26,Q2,False
2024-04-27,2024,4,April,Apr,2024-04,17,Saturday,27,Q2,True
2024-04-28,2024,4,April,Apr,2024-04,17,Sunday,28,Q2,True
2024-04-29,2024,4,April,Apr,2024-04,18,Monday,29,Q2,False
2024-04-30,2024,4,April,Apr,2024-04,18,Tuesday,30,Q2,False
2024-05-01,2024,5,May,May,2024-05,18,Wednesday,1,Q2,False
