Date,Year,Month Number,Month,Month Short,Year-Month,Week,Day Name,Day Number,Quarter,Is Weekend
2024-05-02,2024,5,May,May,2024-05,18,Thursday,2,Q2,False
2024-05-03,2024,5,May,May,2024-05,18,Friday,3,Q2,False
2024-05-04,2024,5,May,May,2024-05,18,Saturday,4,Q2,True
2024-05-05,2024,5,May,May,2024-05,18,Sunday,5,Q2,True
2024-05-06,2024,5,May,May,2024-05,19,Monday,6,Q2,False
2024-05-07,2024,5,May,May,2024-05,19,Tuesday,7,Q2,False
2024-05-08,2024,5,May,May,2024-05,19,Wednesday,8,Q2,False
2024-05-09,2024,5,May,May,2024-05,19,Thursday,9,Q2,False
2024-05-10,2024,5,May,May,2024-05,19,Friday,10,Q2,False
2024-05-11,2024,5,May,May,2024-05,19,Saturday,11,Q2,True
2024-05-12,2024,5,May,May,2024-05,19,Sunday,12,Q2,True
2024-05-13,2024,5,May,May,2024-05,20,Monday,13,Q2,False
2024-05-14,2024,5,May,May,2024-05,20,Tuesday,14,Q2,False
2024-05-15,2024,5,May,May,2024-05,20,Wednesday,15,Q2,False
2024-05-16,2024,5,May,May,2024-05,20,Thursday,16,Q2,False
2024-05-17,2024,5,May,May,2024-05,20,Friday,17,Q2,False
2024-05-18,2024,5,May,May,2024-05,20,Saturday,18,Q2,True
2024-05-19,2024,5,May,May,2024-05,20,Sunday,19,Q2,True
2024-05-20,2024,5,May,May,2024-05,21,Monday,20,Q2,False
2024-05-21,2024,5,May,May,2024-05,21,Tuesday,21,Q2,False
2024-05-22,2024,5,May,May,2024-05,21,Wednesday,22,Q2,False
2024-05-23,2024,5,May,May,2024-05,21,Thursday,23,Q2,False
2024-05-24,2024,5,May,May,2024-05,21,Friday,24,Q2,False
2024-05-25,2024,5,May,May,2024-05,21,Saturday,25,Q2,True
2024-05-26,2024,5,May,May,2024-05,21,Sunday,26,Q2,True
2024-05-27,2024,5,May,May,2024-05,22,Monday,27,Q2,False
2024-05-28,2024,5,May,May,2024-05,22,Tuesday,28,Q2,False
2024-05-29,2024,5,May,May,2024-05,22,Wednesday,29,Q2,False
2024-05-30,2024,5,May,May,2024-05,22,Thursday,30,Q2,False
2024-05-31,2024,5,May,May,2024-05,22,Friday,31,Q2,False
2024-06-01,2024,6,June,Jun,2024-06,22,Saturday,1,Q2,True
2024-06-02,2024,6,June,Jun,2024-06,22,Sunday,2,Q2,True
2024-06-03,2024,6,June,Jun,2024-06,23,Monday,3,Q2,False
2024-06-04,2024,6,June,Jun,2024-06,23,Tuesday,4,Q2,False
2024-06-05,2024,6,June,Jun,2024-06,23,Wednesday,5,Q2,False
2024-06-06,2024,6,June,Jun,2024-06,23,Thursday,6,Q2,False
2024-06-07,2024,6,June,Jun,2024-06,23,Friday,7,Q2,False
2024-06-08,2024,6,June,Jun,2024-06,23,Saturday,8,Q2,True
2024-06-09,2024,6,June,Jun,2024-06,23,Sunday,9,Q2,True
2024-06-10,2024,6,June,Jun,2024-06,24,Monday,10,Q2,False
2024-06-11,2024,6,June,Jun,2024-06,24,Tuesday,11,Q2,False
2024-06-12,2024,6,June,Jun,2024-06,24,Wednesday,12,Q2,False
2024-06-13,2024,6,June,Jun,2024-06,24,Thursday,13,Q2,False
2024-06-14,2024,6,June,Jun,2024-06,24,Friday,14,Q2,False
2024-06-15,2024,6,June,Jun,2024-06,24,Saturday,15,Q2,True
2024-06-16,2024,6,June,Jun,2024-06,24,Sunday,16,Q2,True
2024-06-17,2024,6,June,Jun,2024-06,25,Monday,17,Q2,False
2024-06-18,2024,6,June,Jun,2024-06,25,Tuesday,18,Q2,False
2024-06-19,2024,6,June,Jun,2024-06,25,Wednesday,19,Q2,False
2024-06-20,2024,6,June,Jun,2024-06,25,Thursday,20,Q2,False
2024-06-21,2024,6,June,Jun,2024-06,25,Friday,21,Q2,False
2024-06-22,2024,6,June,Jun,2024-06,25,Saturday,22,Q2,True
2024-06-23,2024,6,June,Jun,2024-06,25,Sunday,23,Q2,True
2024-06-24,2024,6,June,Jun,2024-06,26,Monday,24,Q2,False
2024-06-25,2024,6,June,Jun,2024-06,26,Tuesday,25,Q2,False
2024-06-26,2024,6,June,Jun,2024-06,26,Wednesday,26,Q2,False
2024-06-27,2024,6,June,Jun,2024-06,26,Thursday,27,Q2,False
2024-06-28,2024,6,June,Jun,2024-06,26,Friday,28,Q2,False
2024-06-29,2024,6,June,Jun,2024-06,26,Saturday,29,Q2,True
2024-06-30,2024,6,June,Jun,2024-06,26,Sunday,30,Q2,True
2024-07-01,2024,7,July,Jul,2024-07,27,Monday,1,Q3,False
2024-07-02,2024,7,July,Jul,2024-07,27,Tuesday,2,Q3,False
2024-07-03,2024,7,July,Jul,2024-07,27,Wednesday,3,Q3,False
2024-07-04,2024,7,July,Jul,2024-07,27,Thursday,4,Q3,False
2024-07-05,2024,7,July,Jul,2024-07,27,Friday,5,Q3,False
2024-07-06,2024,7,July,Jul,2024-07,27,Saturday,6,Q3,True
2024-07-07,2024,7,July,Jul,2024-07,27,Sunday,7,Q3,True
2024-07-08,2024,7,July,Jul,2024-07,28,Monday,8,Q3,False
2024-07-09,2024,7,July,Jul,2024-07,28,Tuesday,9,Q3,False
2024-07-10,2024,7,July,Jul,2024-07,28,Wednesday,10,Q3,False
2024-07-11,2024,7,July,Jul,2024-07,28,Thursday,11,Q3,False
2024-07-12,2024,7,July,Jul,2024-07,28,Friday,12,Q3,False
2024-07-13,2024,7,July,Jul,2024-07,28,Saturday,13,Q3,True
2024-07-14,2024,7,July,Jul,2024-07,28,Sunday,14,Q3,True
2024-07-15,2024,7,July,Jul,2024-07,29,Monday,15,Q3,False
2024-07-16,2024,7,July,Jul,2024-07,29,Tuesday,16,Q3,False
2024-07-17,2024,7,July,Jul,2024-07,29,Wednesday,17,Q3,False
2024-07-18,2024,7,July,Jul,2024-07,29,Thursday,18,Q3,False
2024-07-19,2024,7,July,Jul,2024-07,29,Friday,19,Q3,False
2024-07-20,2024,7,July,Jul,2024-07,29,Saturday,20,Q3,True
2024-07-21,2024,7,July,Jul,2024-07,29,Sunday,21,Q3,True
2024-07-22,2024,7,July,Jul,2024-07,30,Monday,22,Q3,False
2024-07-23,2024,7,July,Jul,2024-07,30,Tuesday,23,Q3,False
2024-07-24,2024,7,July,Jul,2024-07,30,Wednesday,24,Q3,False
2024-07-25,2024,7,July,Jul,2024-07,30,Thursday,25,Q3,False
2024-07-26,2024,7,July,Jul,2024-07,30,Friday,26,Q3,False
2024-07-27,2024,7,July,Jul,2024-07,30,Saturday,27,Q3,True
2024-07-28,2024,7,July,Jul,2024-07,30,Sunday,28,Q3,True
2024-07-29,2024,7,July,Jul,2024-07,31,Monday,29,Q3,False
2024-07-30,2024,7,July,Jul,2024-07,31,Tuesday,30,Q3,False
2024-07-31,2024,7,July,Jul,2024-07,31,Wednesday,31,Q3,False
2024-08-01,2024,8,August,Aug,2024-08,31,Thursday,1,Q3,False
2024-08-02,2024,8,August,Aug,2024-08,31,Friday,2,Q3,False
2024-08-03,2024,8,August,Aug,2024-08,31,Saturday,3,Q3,True
2024-08-04,2024,8,August,Aug,2024-08,31,Sunday,4,Q3,True
2024-08-05,2024,8,August,Aug,2024-08,32,Monday,5,Q3,False
2024-08-06,2024,8,August,Aug,2024-08,32,Tuesday,6,Q3,False
2024-08-07,2024,8,August,Aug,2024-08,32,Wednesday,7,Q3,False
2024-08-08,2024,8,August,Aug,2024-08,32,Thursday,8,Q3,False
2024-08-09,2024,8,August,Aug,2024-08,32,Friday,9,Q3,False
2024-08-10,2024,8,August,Aug,2024-08,32,Saturday,10,Q3,True
2024-08-11,2024,8,August,Aug,2024-08,32,Sunday,11,Q3,True
2024-08-12,2024,8,August,Aug,2024-08,33,Monday,12,Q3,False
2024-08-13,2024,8,August,Aug,2024-08,33,Tuesday,13,Q3,False
2024-08-14,2024,8,August,Aug,2024-08,33,Wednesday,14,Q3,False
2024-08-15,2024,8,August,Aug,2024-08,33,Thursday,15,Q3,False
2024-08-16,2024,8,August,Aug,2024-08,33,Friday,16,Q3,False
2024-08-17,2024,8,August,Aug,2024-08,33,Saturday,17,Q3,True
2024-08-18,2024,8,August,Aug,2024-08,33,Sunday,18,Q3,True
2024-08-19,2024,8,August,Aug,2024-08,34,Monday,19,Q3,False
2024-08-20,2024,8,August,Aug,2024-08,34,Tuesday,20,Q3,False
2024-08-21,2024,8,August,Aug,2024-08,34,Wednesday,21,Q3,False
2024-08-22,2024,8,August,Aug,2024-08,34,Thursday,22,Q3,False
2024-08-23,2024,8,August,Aug,2024-08,34,Friday,23,Q3,False
2024-08-24,2024,8,August,Aug,2024-08,34,Saturday,24,Q3,True
2024-08-25,2024,8,August,Aug,2024-08,34,Sunday,25,Q3,True
2024-08-26,2024,8,August,Aug,2024-08,35,Monday,26,Q3,False
2024-08-27,2024,8,August,Aug,2024-08,35,Tuesday,27,Q3,False
2024-08-28,2024,8,August,Aug,2024-08,35,Wednesday,28,Q3,False
2024-08-29,2024,8,August,Aug,2024-08,35,Thursday,29,Q3,False
2024-08-30,2024,8,August,Aug,2024-08,35,Friday,30,Q3,False
2024-08-31,2024,8,August,Aug,2024-08,35,Saturday,31,Q3,True
2024-09-01,2024,9,September,Sep,2024-09,35,Sunday,1,Q3,True
2024-09-02,2024,9,September,Sep,2024-09,36,Monday,2,Q3,False
2024-09-03,2024,9,September,Sep,2024-09,36,Tuesday,3,Q3,False
2024-09-04,2024,9,September,Sep,2024-09,36,Wednesday,4,Q3,False
2024-09-05,2024,9,September,Sep,2024-09,36,Thursday,5,Q3,False
2024-09-06,2024,9,September,Sep,2024-09,36,Friday,6,Q3,False
2024-09-07,2024,9,September,Sep,2024-09,36,Saturday,7,Q3,True
2024-09-08,2024,9,September,Sep,2024-09,36,Sunday,8,Q3,True
2024-09-09,2024,9,September,Sep,2024-09,37,Monday,9,Q3,False
2024-09-10,2024,9,September,Sep,2024-09,37,Tuesday,10,Q3,False
2024-09-11,2024,9,September,Sep,2024-09,37,Wednesday,11,Q3,False
2024-09-12,2024,9,September,Sep,2024-09,37,Thursday,12,Q3,False
2024-09-13,2024,9,September,Sep,2024-09,37,Friday,13,Q3,False
2024-09-14,2024,9,September,Sep,2024-09,37,Saturday,14,Q3,True
2024-09-15,2024,9,September,Sep,2024-09,37,Sunday,15,Q3,True
2024-09-16,2024,9,September,Sep,2024-09,38,Monday,16,Q3,False
2024-09-17,2024,9,September,Sep,2024-09,38,Tuesday,17,Q3,False
2024-09-18,2024,9,September,Sep,2024-09,38,Wednesday,18,Q3,False
2024-09-19,2024,9,September,Sep,2024-09,38,Thursday,19,Q3,False
2024-09-20,2024,9,September,Sep,2024-09,38,Friday,20,Q3,False
2024-09-21,2024,9,September,Sep,2024-09,38,Saturday,21,Q3,True
2024-09-22,2024,9,September,Sep,2024-09,38,Sunday,22,Q3,True
2024-09-23,2024,9,September,Sep,2024-09,39,Monday,23,Q3,False
2024-09-24,2024,9,September,Sep,2024-09,39,Tuesday,24,Q3,False
2024-09-25,2024,9,September,Sep,2024-09,39,Wednesday,25,Q3,False
2024-09-26,2024,9,September,Sep,2024-09,39,Thursday,26,Q3,False
2024-09-27,2024,9,September,Sep,2024-09,39,Friday,27,Q3,False
2024-09-28,2024,9,September,Sep,2024-09,39,Saturday,28,Q3,True
2024-09-29,2024,9,September,Sep,2024-09,39,Sunday,29,Q3,True
2024-09-30,2024,9,September,Sep,2024-09,40,Monday,30,Q3,False
2024-10-01,2024,10,October,Oct,2024-10,40,Tuesday,1,Q4,False
2024-10-02,2024,10,October,Oct,2024-10,40,Wednesday,2,Q4,False
2024-10-03,2024,10,October,Oct,2024-10,40,Thursday,3,Q4,False
2024-10-04,2024,10,October,Oct,2024-10,40,Friday,4,Q4,False
2024-10-05,2024,10,October,Oct,2024-10,40,Saturday,5,Q4,True
2024-10-06,2024,10,October,Oct,2024-10,40,Sunday,6,Q4,True
2024-10-07,2024,10,October,Oct,2024-10,41,Monday,7,Q4,False
2024-10-08,2024,10,October,Oct,2024-10,41,Tuesday,8,Q4,False
2024-10-09,2024,10,October,Oct,2024-10,41,Wednesday,9,Q4,False
2024-10-10,2024,10,October,Oct,2024-10,41,Thursday,10,Q4,False
2024-10-11,2024,10,October,Oct,2024-10,41,Friday,11,Q4,False
2024-10-12,2024,10,October,Oct,2024-10,41,Saturday,12,Q4,True
2024-10-13,2024,10,October,Oct,2024-10,41,Sunday,13,Q4,True
2024-10-14,2024,10,October,Oct,2024-10,42,Monday,14,Q4,False
2024-10-15,2024,10,October,Oct,2024-10,42,Tuesday,15,Q4,False
2024-10-16,2024,10,October,Oct,2024-10,42,Wednesday,16,Q4,False
2024-10-17,2024,10,October,Oct,2024-10,42,Thursday,17,Q4,False
2024-10-18,2024,10,October,Oct,2024-10,42,Friday,18,Q4,False
2024-10-19,2024,10,October,Oct,2024-10,42,Saturday,19,Q4,True
2024-10-20,2024,10,October,Oct,2024-10,42,Sunday,20,Q4,True
2024-10-21,2024,10,October,Oct,2024-10,43,Monday,21,Q4,False
2024-10-22,2024,10,October,Oct,2024-10,43,Tuesday,22,Q4,False
2024-10-23,2024,10,October,Oct,2024-10,43,Wednesday,23,Q4,False
2024-10-24,2024,10,October,Oct,2024-10,43,Thursday,24,Q4,False
2024-10-25,2024,10,October,Oct,2024-10,43,Friday,25,Q4,False
2024-10-26,2024,10,October,Oct,2024-10,43,Saturday,26,Q4,True
2024-10-27,2024,10,October,Oct,2024-10,43,Sunday,27,Q4,True
2024-10-28,2024,10,October,Oct,2024-10,44,Monday,28,Q4,False
2024-10-29,2024,10,October,Oct,2024-10,44,Tuesday,29,Q4,False
2024-10-30,2024,10,October,Oct,2024-10,44,Wednesday,30,Q4,False
2024-10-31,2024,10,October,Oct,2024-10,44,Thursday,31,Q4,False
2024-11-01,2024,11,November,Nov,2024-11,44,Friday,1,Q4,False
2024-11-02,2024,11,November,Nov,2024-11,44,Saturday,2,Q4,True
2024-11-03,2024,11,November,Nov,2024-11,44,Sunday,3,Q4,True
2024-11-04,2024,11,November,Nov,2024-11,45,Monday,4,Q4,False
2024-11-05,2024,11,November,Nov,2024-11,45,Tuesday,5,Q4,False
2024-11-06,2024,11,November,Nov,2024-11,45,Wednesday,6,Q4,False
2024-11-07,2024,11,November,Nov,2024-11,45,Thursday,7,Q4,False
2024-11-08,2024,11,November,Nov,2024-11,45,Friday,8,Q4,False
2024-11-09,2024,11,November,Nov,2024-11,45,Saturday,9,Q4,True
2024-11-10,2024,11,November,Nov,2024-11,45,Sunday,10,Q4,True
2024-11-11,2024,11,November,Nov,2024-11,46,Monday,11,Q4,False
2024-11-12,2024,11,November,Nov,2024-11,46,Tuesday,12,Q4,False
2024-11-13,2024,11,November,Nov,2024-11,46,Wednesday,13,Q4,False
2024-11-14,2024,11,November,Nov,2024-11,46,Thursday,14,Q4,False
2024-11-15,2024,11,November,Nov,2024-11,46,Friday,15,Q4,False
2024-11-16,2024,11,November,Nov,2024-11,46,Saturday,16,Q4,True
2024-11-17,2024,11,November,Nov,2024-11,46,Sunday,17,Q4,True
2024-11-18,2024,11,November,Nov,2024-11,47,Monday,18,Q4,False
2024-11-19,2024,11,November,Nov,2024-11,47,Tuesday,19,Q4,False
2024-11-20,2024,11,November,Nov,2024-11,47,Wednesday,20,Q4,False
2024-11-21,2024,11,November,Nov,2024-11,47,Thursday,21,Q4,False
2024-11-22,2024,11,November,Nov,2024-11,47,Friday,22,Q4,False
2024-11-23,2024,11,November,Nov,2024-11,47,Saturday,23,Q4,True
2024-11-24,2024,11,November,Nov,2024-11,47,Sunday,24,Q4,True
2024-11-25,2024,11,November,Nov,2024-11,48,Monday,25,Q4,False
2024-11-26,2024,11,November,Nov,2024-11,48,Tuesday,26,Q4,False
2024-11-27,2024,11,November,Nov,2024-11,48,Wednesday,27,Q4,False
2024-11-28,2024,11,November,Nov,2024-11,48,Thursday,28,Q4,False
2024-11-29,2024,11,November,Nov,2024-11,48,Friday,29,Q4,False
2024-11-30,2024,11,November,Nov,2024-11,48,Saturday,30,Q4,True
2024-12-01,2024,12,December,Dec,2024-12,48,Sunday,1,Q4,True
2024-12-02,2024,12,December,Dec,2024-12,49,Monday,2,Q4,False
2024-12-03,2024,12,December,Dec,2024-12,49,Tuesday,3,Q4,False
2024-12-04,2024,12,December,Dec,2024-12,49,Wednesday,4,Q4,False
2024-12-05,2024,12,December,Dec,2024-12,49,Thursday,5,Q4,False
2024-12-06,2024,12,December,Dec,2024-12,49,Friday,6,Q4,False
2024-12-07,2024,12,December,Dec,2024-12,49,Saturday,7,Q4,True
2024-12-08,2024,12,December,Dec,2024-12,49,Sunday,8,Q4,True
2024-12-09,2024,12,December,Dec,2024-12,50,Monday,9,Q4,False
2024-12-10,2024,12,December,Dec,2024-12,50,Tuesday,10,Q4,False
2024-12-11,2024,12,December,Dec,2024-12,50,Wednesday,11,Q4,False
2024-12-12,2024,12,December,Dec,2024-12,50,Thursday,12,Q4,False
2024-12-13,2024,12,December,Dec,2024-12,50,Friday,13,Q4,False
2024-12-14,2024,12,December,Dec,2024-12,50,Saturday,14,Q4,True
2024-12-15,2024,12,December,Dec,2024-12,50,Sunday,15,Q4,True
2024-12-16,2024,12,December,Dec,2024-12,51,Monday,16,Q4,False
2024-12-17,2024,12,December,Dec,2024-12,51,Tuesday,17,Q4,False
2024-12-18,2024,12,December,Dec,2024-12,51,Wednesday,18,Q4,False
2024-12-19,2024,12,December,Dec,2024-12,51,Thursday,19,Q4,False
2024-12-20,2024,12,December,Dec,2024-12,51,Friday,20,Q4,False
2024-12-21,2024,12,December,Dec,2024-12,51,Saturday,21,Q4,True
2024-12-22,2024,12,December,Dec,2024-12,51,Sunday,22,Q4,True
2024-12-23,2024,12,December,Dec,2024-12,52,Monday,23,Q4,False
2024-12-24,2024,12,December,Dec,2024-12,52,Tuesday,24,Q4,False
2024-12-25,2024,12,December,Dec,2024-12,52,Wednesday,25,Q4,False
2024-12-26,2024,12,December,Dec,2024-12,52,Thursday,26,Q4,False
2024-12-27,2024,12,December,Dec,2024-12,52,Friday,27,Q4,False
2024-12-28,2024,12,December,Dec,2024-12,52,Saturday,28,Q4,True
2024-12-29,2024,12,December,Dec,2024-12,52,Sunday,29,Q4,True
2024-12-30,2024,12,December,Dec,2024-12,1,Monday,30,Q4,False
2024-12-31,2024,12,December,Dec,2024-12,1,Tuesday,31,Q4,False
